,Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days,Boat Type - 1st,Boat Type - 2nd,Boat Type - 3rd,Condition,Engine,Price Group,Age Group,PV Group,Age
1716,97447,Sport Boat,Yamarin power boats,new boat from stock,2019,7.0,2.0,unspecified,Denmark,42,Sport Boat,,,new boat from stock,,50K-150K,0-5 years,Low,3
1717,108650,Wakeboard/Wakesurf,Axis power boats,"Used boat,Unleaded",2020,7.16,2.59,GRP,Switzerland,899,Wakeboard/Wakesurf,,,Used boat,Unleaded,50K-150K,0-5 years,Good,2
1718,108650,Sport Boat,unspecified,"Used boat,Unleaded",2017,8.0,2.6,GRP,Switzerland,517,Sport Boat,,,Used boat,Unleaded,50K-150K,0-5 years,Good,5
1719,108547,Sport Boat,Monterey power boats,"new boat from stock,Unleaded",2017,7.9,2.6,GRP,Switzerland,100,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Medium,5
1720,108547,Sport Boat,AMT power boats,"Display Model,Unleaded",2018,6.9,2.6,GRP,Switzerland,118,Sport Boat,,,Display Model,Unleaded,50K-150K,0-5 years,More than avergae,4
1721,97000,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2002,12.5,3.7,GRP,Germany,329,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Good,20
1722,97000,Sport Boat,Sessa power boats,"Used boat,Diesel",2007,10.59,3.53,GRP,Spain,49,Sport Boat,,,Used boat,Diesel,50K-150K,6-15 years,Low,15
1723,97000,Trawler,unspecified,Used boat,1988,12.5,3.75,Steel,Netherlands,107,Trawler,,,Used boat,,50K-150K,31-50 years,Medium,34
1724,97000,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2009,10.6,3.54,GRP,Italy,88,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,Medium,13
1725,102402,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1995,12.8,3.3,GRP,United Kingdom,76,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Medium,27
1726,102402,Offshore Boat,Sunseeker power boats,"Used boat,Diesel",1999,11.34,3.11,GRP,United Kingdom,89,Offshore Boat,,,Used boat,Diesel,50K-150K,16-30 years,Medium,23
1727,102402,Sport Boat,Fairline power boats,"Used boat,Diesel",2001,10.67,3.35,PVC,United Kingdom,126,Sport Boat,,,Used boat,Diesel,50K-150K,16-30 years,More than avergae,21
1728,98500,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2004,11.0,3.0,GRP,Croatia,181,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Good,18
1729,98500,House Boat,unspecified,Used boat,2015,12.0,6.0,Aluminium,Italy,154,House Boat,,,Used boat,,50K-150K,6-15 years,More than avergae,7
1730,98500,Motor Yacht,Vri-Jon power boats,"Used boat,Diesel",1996,11.2,3.8,Steel,Netherlands,78,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Medium,26
1731,98500,Deck Boat,Moonday power boats,new boat from stock,2019,10.6,3.3,GRP,Netherlands,60,Deck Boat,,,new boat from stock,,50K-150K,0-5 years,Low,3
1732,98500,Cabin Boat,Bruno Abbate power boats,"Used boat,Unleaded",1999,11.14,3.38,GRP,Germany,112,Cabin Boat,,,Used boat,Unleaded,50K-150K,16-30 years,More than avergae,23
1733,98500,House Boat,unspecified,"new boat from stock,Unleaded",0,10.0,3.5,unspecified,Germany,103,House Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Medium,0
1734,98500,Motor Yacht,unspecified,new boat from stock,0,7.66,2.48,GRP,Netherlands,30,Motor Yacht,,,new boat from stock,,50K-150K,0-5 years,Low,0
1735,98500,Motor Yacht,Proficiat power boats,"Used boat,Diesel",2004,11.0,3.55,Steel,Netherlands,71,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Low,18
1736,98300,Cabin Boat,Eolo power boats,new boat from stock,2020,8.3,2.55,GRP,Germany,150,Cabin Boat,,,new boat from stock,,50K-150K,0-5 years,More than avergae,2
1737,98190,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,9.0,2.0,PVC,Spain,46,Deck Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Low,3
1738,98000,Motor Yacht,Raffaelli power boats,"Used boat,Diesel",1995,12.45,4.4,GRP,Italy,30,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Low,27
1739,98000,"Classic,Flybridge",Camuffo power boats,Used boat,1981,14.9,4.4,Wood,Italy,49,Classic,Flybridge,,Used boat,,50K-150K,31-50 years,Low,41
1740,98000,Sport Boat,Fiart Mare power boats,Used boat,2008,10.58,3.54,unspecified,Italy,83,Sport Boat,,,Used boat,,50K-150K,6-15 years,Medium,14
1741,99000,Motor Yacht,Princess power boats,"Used boat,Diesel",2000,13.15,3.73,GRP,Croatia,138,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,More than avergae,22
1742,99000,Hardtop,Bavaria power boats,"Used boat,Unleaded",2009,11.95,3.85,unspecified,Italy,145,Hardtop,,,Used boat,Unleaded,50K-150K,6-15 years,More than avergae,13
1743,99000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,8.91,2.95,PVC,France,54,Pilothouse,,,Used boat,Unleaded,50K-150K,0-5 years,Low,3
1744,99000,Deck Boat,Frauscher power boats,Used boat,2010,7.17,2.25,unspecified,Germany,333,Deck Boat,,,Used boat,,50K-150K,6-15 years,Good,12
1745,99000,Motor Yacht,Rhea power boats,"Used boat,Diesel",2006,9.3,3.3,PVC,France,97,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,Medium,16
1746,99000,Cabin Boat,Bavaria power boats,"Used boat,Unleaded",2010,10.4,3.45,GRP,Spain,184,Cabin Boat,,,Used boat,Unleaded,50K-150K,6-15 years,Good,12
1747,99000,Motor Yacht,Rhea power boats,"Used boat,Diesel",2006,9.3,3.3,PVC,France,135,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,More than avergae,16
1748,99000,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,9.0,2.94,PVC,France,58,Center console boat,,,Used boat,Unleaded,50K-150K,0-5 years,Low,3
1749,99000,Flybridge,Edership power boats,"Used boat,Diesel",1991,15.0,4.8,GRP,Croatia,88,Flybridge,,,Used boat,Diesel,50K-150K,16-30 years,Medium,31
1750,99000,Motor Yacht,unspecified,Used boat,2006,12.5,3.7,Steel,Netherlands,44,Motor Yacht,,,Used boat,,50K-150K,6-15 years,Low,16
1751,99000,"Classic,Trawler",Grand Banks power boats,"Used boat,Diesel",1972,14.64,4.0,Wood,Spain,261,Classic,Trawler,,Used boat,Diesel,50K-150K,31-50 years,Good,50
1752,99000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2010,10.22,3.33,unspecified,Spain,48,Flybridge,,,Used boat,Diesel,50K-150K,6-15 years,Low,12
1753,99000,Hardtop,Quicksilver (Brunswick Marine) power boats,Used boat,2017,8.91,2.98,unspecified,Croatia,84,Hardtop,,,Used boat,,50K-150K,0-5 years,Medium,5
1754,99000,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",2017,8.18,2.6,GRP,Germany,229,Motor Yacht,,,Used boat,Unleaded,50K-150K,0-5 years,Good,5
1755,99000,Flybridge,Galeon power boats,"Used boat,Diesel",2007,10.08,3.42,unspecified,Italy,144,Flybridge,,,Used boat,Diesel,50K-150K,6-15 years,More than avergae,15
1756,99000,Pilothouse,Rhea power boats,Used boat,2008,8.0,3.1,GRP,France,135,Pilothouse,,,Used boat,,50K-150K,6-15 years,More than avergae,14
1757,99900,Trawler,unspecified,"Used boat,Diesel",2004,9.25,3.33,Steel,Germany,116,Trawler,,,Used boat,Diesel,50K-150K,16-30 years,More than avergae,18
1758,99900,Flybridge,Leopard power boats,"Used boat,Diesel",1985,20.5,5.5,unspecified,Italy,220,Flybridge,,,Used boat,Diesel,50K-150K,31-50 years,Good,37
1759,99900,Trawler,Linssen power boats,"Used boat,Diesel",1993,12.35,3.85,Steel,Germany,128,Trawler,,,Used boat,Diesel,50K-150K,16-30 years,More than avergae,29
1760,99900,Cabin Boat,Flipper power boats,"new boat on order,Unleaded",2020,8.08,2.54,GRP,Spain,79,Cabin Boat,,,new boat on order,Unleaded,50K-150K,0-5 years,Medium,2
1761,99900,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2006,12.2,3.85,unspecified,Italy,61,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,Low,16
1762,99900,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1998,12.65,4.22,unspecified,Spain,61,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Low,24
1763,99900,Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",0,9.12,2.98,GRP,Germany,68,Deck Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Low,0
1764,99900,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,12.15,3.91,PVC,France,32,Center console boat,,,Used boat,Diesel,50K-150K,6-15 years,Low,14
1765,99900,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,12.15,3.91,PVC,France,80,Center console boat,,,Used boat,Diesel,50K-150K,6-15 years,Medium,14
1766,99890,Pilothouse,BÃ©nÃ©teau power boats,"new boat on order,Unleaded",2020,8.25,2.95,GRP,Germany,148,Pilothouse,,,new boat on order,Unleaded,50K-150K,0-5 years,More than avergae,2
1767,99800,Motor Yacht,Ãchsner power boats,"Used boat,Diesel",2014,9.05,2.55,GRP,Germany,244,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,Good,8
1768,99800,Sport Boat,Four Winns power boats,Used boat,2016,8.0,2.54,GRP,Germany,154,Sport Boat,,,Used boat,,50K-150K,0-5 years,More than avergae,6
1769,99800,Bowrider,Regal power boats,"new boat from stock,Unleaded",2020,7.3,2.5,unspecified,France,51,Bowrider,,,new boat from stock,Unleaded,50K-150K,0-5 years,Low,2
1770,99780,Sport Boat,unspecified,"Used boat,Diesel",2016,7.8,2.6,unspecified,Netherlands,74,Sport Boat,,,Used boat,Diesel,50K-150K,0-5 years,Medium,6
1771,99750,Trawler,unspecified,"Used boat,Diesel",1922,33.32,6.08,Steel,Netherlands,75,Trawler,,,Used boat,Diesel,50K-150K,51-100 years,Medium,100
1772,99750,Trawler,unspecified,Used boat,1922,22.5,3.75,Steel,France,70,Trawler,,,Used boat,,50K-150K,51-100 years,Low,100
1773,101000,Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,9.0,2.97,PVC,France,46,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Low,2
1774,100807,Motor Yacht,Sea Ray power boats,Used boat,1998,15.0,4.08,GRP,Denmark,130,Motor Yacht,,,Used boat,,50K-150K,16-30 years,More than avergae,24
1775,100800,Cabin Boat,Finnmaster power boats,"new boat on order,Unleaded",2020,8.0,2.7,unspecified,Germany,88,Cabin Boat,,,new boat on order,Unleaded,50K-150K,0-5 years,Medium,2
1776,100185,Runabout,Yamarin power boats,new boat from stock,2020,8.8,2.95,GRP,Germany,142,Runabout,,,new boat from stock,,50K-150K,0-5 years,More than avergae,2
1777,100000,Motor Yacht,Colombo power boats,"Used boat,Diesel",2001,12.7,3.93,GRP,Italy,76,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Medium,21
1778,100000,"Classic,Sport Boat",Brunnert-Grimm power boats,"Used boat,Unleaded",1968,8.5,2.65,Wood,Austria,70,Classic,Sport Boat,,Used boat,Unleaded,50K-150K,51-100 years,Low,54
1779,100000,Hardtop,Tecnomarine power boats,"Used boat,Diesel",1988,14.67,4.25,GRP,Italy,107,Hardtop,,,Used boat,Diesel,50K-150K,31-50 years,Medium,34
1780,100000,Center console boat,Gagliotta power boats,"Used boat,Diesel",2004,10.5,3.5,GRP,Italy,47,Center console boat,,,Used boat,Diesel,50K-150K,16-30 years,Low,18
1781,100000,Flybridge,Dellapasqua power boats,"Used boat,Diesel",2000,11.3,3.5,unspecified,Italy,122,Flybridge,,,Used boat,Diesel,50K-150K,16-30 years,More than avergae,22
1782,100000,Flybridge,Sessa power boats,"Used boat,Diesel",2009,9.95,3.5,unspecified,Italy,169,Flybridge,,,Used boat,Diesel,50K-150K,6-15 years,More than avergae,13
1783,100000,Flybridge,Azimut power boats,"Used boat,Diesel",1993,12.74,4.4,GRP,Italy,135,Flybridge,,,Used boat,Diesel,50K-150K,16-30 years,More than avergae,29
1784,100000,Flybridge,Starfisher power boats,"Used boat,Diesel",0,10.74,3.68,unspecified,Spain,50,Flybridge,,,Used boat,Diesel,50K-150K,0-5 years,Low,0
1785,100000,Pontoon Boat,Ilver power boats,"Used boat,Diesel",1995,11.8,3.6,unspecified,Italy,86,Pontoon Boat,,,Used boat,Diesel,50K-150K,16-30 years,Medium,27
1786,100000,Motor Yacht,unspecified,"Used boat,Diesel",1997,13.6,4.48,GRP,Italy,37,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Low,25
1787,100000,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",1991,17.16,5.21,GRP,Italy,121,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,More than avergae,31
1788,100000,Motor Yacht,unspecified,Used boat,2019,15.0,4.5,Steel,Netherlands,91,Motor Yacht,,,Used boat,,50K-150K,0-5 years,Medium,3
1789,105000,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2018,8.9,2.93,PVC,France,90,Pilothouse,,,Used boat,Unleaded,50K-150K,0-5 years,Medium,4
1790,105000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2004,11.93,3.45,GRP,Italy,58,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Low,18
1791,105000,Center console boat,Innovazioni e Progetti power boats,"Used boat,Diesel",2004,12.66,4.15,GRP,Italy,38,Center console boat,,,Used boat,Diesel,50K-150K,16-30 years,Low,18
1792,105000,Motor Yacht,Succes power boats,"Used boat,Diesel",1994,11.5,3.75,Steel,Germany,89,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Medium,28
1793,105000,Working Boat,Cranchi power boats,"Used boat,Diesel",2008,11.34,3.49,unspecified,Italy,104,Working Boat,,,Used boat,Diesel,50K-150K,6-15 years,Medium,14
1794,105000,Sport Boat,Aquador power boats,"Used boat,Diesel",2012,8.88,3.1,GRP,Croatia,178,Sport Boat,,,Used boat,Diesel,50K-150K,6-15 years,Good,10
1795,105000,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,7.98,2.94,PVC,France,31,Sport Boat,,,Used boat,Unleaded,50K-150K,0-5 years,Low,4
1796,105000,Bowrider,Chaparral power boats,"Used boat,Unleaded",2017,7.57,2.59,unspecified,Portugal,75,Bowrider,,,Used boat,Unleaded,50K-150K,0-5 years,Medium,5
1797,105000,Sport Boat,AB Yachts power boats,Used boat,1994,16.72,4.4,GRP,Italy,94,Sport Boat,,,Used boat,,50K-150K,16-30 years,Medium,28
1798,105000,Trawler,unspecified,"Used boat,Diesel",1993,11.52,3.95,GRP,Italy,124,Trawler,,,Used boat,Diesel,50K-150K,16-30 years,More than avergae,29
1799,105000,Sport Boat,AXOPAR power boats,"Used boat,Unleaded",2019,9.2,2.95,GRP,Germany,255,Sport Boat,,,Used boat,Unleaded,50K-150K,0-5 years,Good,3
1800,105000,Motor Yacht,Galeon power boats,"Used boat,Diesel",2006,10.21,3.46,GRP,Germany,330,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,Good,16
1801,105000,Ketch,Amel power boats,"Used boat,Diesel",1992,13.94,3.93,PVC,France,97,Ketch,,,Used boat,Diesel,50K-150K,16-30 years,Medium,30
1802,105000,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,10.22,3.35,PVC,France,105,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,Medium,8
1803,105000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2007,10.35,3.55,unspecified,Italy,132,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,More than avergae,15
1804,105000,Center console boat,unspecified,"Used boat,Unleaded",2020,8.25,2.6,GRP,Italy,200,Center console boat,,,Used boat,Unleaded,50K-150K,0-5 years,Good,2
1805,109000,Sport Boat,Vismara power boats,"Used boat,Diesel",2013,9.95,2.96,GRP,Italy,133,Sport Boat,,,Used boat,Diesel,50K-150K,6-15 years,More than avergae,9
1806,108992,Sport Boat,Salpa power boats,"new boat on order,Unleaded",2020,7.62,2.54,GRP,Switzerland,153,Sport Boat,,,new boat on order,Unleaded,50K-150K,0-5 years,More than avergae,2
1807,108900,Sport Boat,Scarab power boats,"new boat from stock,Unleaded",2020,6.4,2.54,GRP,Germany,110,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Medium,2
1808,121673,Wakeboard/Wakesurf,TigÃ© power boats,"new boat from stock,Unleaded",2018,6.6,2.59,GRP,Switzerland,158,Wakeboard/Wakesurf,,,new boat from stock,Unleaded,50K-150K,0-5 years,More than avergae,4
1809,108000,Wakeboard/Wakesurf,Nautique power boats,"new boat on order,Unleaded",2020,7.1,2.49,GRP,Germany,95,Wakeboard/Wakesurf,,,new boat on order,Unleaded,50K-150K,0-5 years,Medium,2
1810,108000,Motor Yacht,unspecified,"Used boat,Diesel",2009,9.96,3.46,unspecified,Italy,52,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,Low,13
1811,108000,Flybridge,unspecified,"Used boat,Diesel",1994,16.9,4.92,GRP,Croatia,104,Flybridge,,,Used boat,Diesel,50K-150K,16-30 years,Medium,28
1812,108000,Flybridge,Rodman power boats,"Used boat,Diesel",2002,12.9,4.21,PVC,Spain,33,Flybridge,,,Used boat,Diesel,50K-150K,16-30 years,Low,20
1813,108000,House Boat,Haines Marine power boats,"Used boat,Diesel",2012,11.9,4.0,GRP,France,145,House Boat,,,Used boat,Diesel,50K-150K,6-15 years,More than avergae,10
1814,107880,Motor Yacht,Master power boats,new boat on order,2020,9.96,3.36,GRP,France,151,Motor Yacht,,,new boat on order,,50K-150K,0-5 years,More than avergae,2
1815,107500,Flybridge,Funcraft power boats,Used boat,1997,13.4,4.2,Steel,Netherlands,102,Flybridge,,,Used boat,,50K-150K,16-30 years,Medium,25
1816,107400,House Boat,unspecified,new boat from stock,2020,11.0,4.35,Steel,Netherlands,52,House Boat,,,new boat from stock,,50K-150K,0-5 years,Low,2
1817,107259,"Classic,Runabout",Riva power boats,"Used boat,Unleaded",1977,6.55,2.25,Wood,Denmark,188,Classic,Runabout,,Used boat,Unleaded,50K-150K,31-50 years,Good,45
1818,118998,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1990,6.8,2.35,Wood,Switzerland,411,Classic,Runabout,,Used boat,Unleaded,50K-150K,31-50 years,Good,32
1819,119722,Cabin Boat,Nasbo power boats,"new boat from stock,Unleaded",2020,8.12,2.55,GRP,Switzerland,129,Cabin Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,More than avergae,2
1820,110000,Hardtop,Sealine power boats,"Used boat,Diesel",2008,11.87,3.74,PVC,France,260,Hardtop,,,Used boat,Diesel,50K-150K,6-15 years,Good,14
1821,109990,Flybridge,Fairline power boats,"Used boat,Diesel",1995,11.71,3.76,GRP,Germany,59,Flybridge,,,Used boat,Diesel,50K-150K,16-30 years,Low,27
1822,109950,House Boat,unspecified,"new boat from stock,Unleaded",0,10.5,3.5,unspecified,Germany,70,House Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Low,0
1823,109900,Sport Boat,Regal power boats,"new boat from stock,Unleaded",0,7.4,2.5,GRP,Germany,55,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Low,0
1824,109900,Sport Boat,Regal power boats,"new boat from stock,Unleaded",0,7.4,2.5,GRP,Germany,60,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Low,0
1825,109900,Bowrider,Cobalt power boats,"Display Model,Unleaded",2020,7.54,2.59,GRP,United Kingdom,77,Bowrider,,,Display Model,Unleaded,50K-150K,0-5 years,Medium,2
1826,109900,Runabout,Nordkapp power boats,"Display Model,Unleaded",2018,8.05,2.5,unspecified,Germany,113,Runabout,,,Display Model,Unleaded,50K-150K,0-5 years,More than avergae,4
1827,109900,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2018,9.12,2.98,PVC,France,75,Deck Boat,,,Used boat,Unleaded,50K-150K,0-5 years,Medium,4
1828,122930,House Boat,Veha power boats,"Used boat,Diesel",1986,11.6,3.7,Steel,Switzerland,273,House Boat,,,Used boat,Diesel,50K-150K,31-50 years,Good,36
1829,109880,Bowrider,Regal power boats,"new boat from stock,Unleaded",2020,7.4,2.5,unspecified,France,99,Bowrider,,,new boat from stock,Unleaded,50K-150K,0-5 years,Medium,2
1830,113842,Motor Yacht,Windy power boats,"Used boat,Diesel",2004,10.94,3.17,GRP,United Kingdom,102,Motor Yacht,,,Used boat,Diesel,50K-150K,16-30 years,Medium,18
1831,113786,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2007,9.8,3.18,PVC,United Kingdom,257,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,Good,15
1832,113786,Motor Yacht,Fairline power boats,"Used boat,Diesel",1990,15.79,4.49,PVC,United Kingdom,112,Motor Yacht,,,Used boat,Diesel,50K-150K,31-50 years,More than avergae,32
1833,113786,Motor Yacht,Cruisers Yachts power boats,"Used boat,Diesel",2007,12.19,3.96,PVC,United Kingdom,26,Motor Yacht,,,Used boat,Diesel,50K-150K,6-15 years,Low,15
1834,109500,Trawler,unspecified,"Used boat,Diesel",1985,13.5,4.2,PVC,Netherlands,65,Trawler,,,Used boat,Diesel,50K-150K,31-50 years,Low,37
1835,111950,Sport Boat,Crownline power boats,"new boat from stock,Unleaded",2019,8.0,2.59,GRP,Germany,119,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,More than avergae,3
1836,111925,House Boat,unspecified,Used boat,2020,12.0,5.0,unspecified,Netherlands,247,House Boat,,,Used boat,,50K-150K,0-5 years,Good,2
1837,111925,House Boat,unspecified,new boat from stock,0,12.0,5.0,unspecified,Netherlands,90,House Boat,,,new boat from stock,,50K-150K,0-5 years,Medium,0
1838,111600,Sport Boat,Crownline power boats,"new boat from stock,Unleaded",2019,8.74,2.59,GRP,Germany,69,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Low,3
1839,111350,Cabin Boat,Invictus power boats,"new boat from stock,Unleaded",2020,8.9,2.84,GRP,Switzerland,256,Cabin Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,Good,2
1840,111350,Sport Boat,Invictus power boats,"new boat on order,Unleaded",2020,8.9,2.84,GRP,Switzerland,171,Sport Boat,,,new boat on order,Unleaded,50K-150K,0-5 years,More than avergae,2
1841,124172,Wakeboard/Wakesurf,Supra power boats,"Display Model,Unleaded",2019,6.93,2.58,GRP,Switzerland,248,Wakeboard/Wakesurf,,,Display Model,Unleaded,50K-150K,0-5 years,Good,3
1842,111000,Motor Yacht,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,9.95,3.35,PVC,France,53,Motor Yacht,,,new boat from stock,Unleaded,50K-150K,0-5 years,Low,3
1843,124068,Motor Yacht,A. Mostes power boats,"Display Model,Unleaded",2020,7.6,2.45,GRP,Switzerland,279,Motor Yacht,,,Display Model,Unleaded,50K-150K,0-5 years,Good,2
1844,110888,Flybridge,Princess power boats,"Used boat,Diesel",1996,14.95,4.3,GRP,Denmark,961,Flybridge,,,Used boat,Diesel,50K-150K,16-30 years,Good,26
1845,123549,Sport Boat,Rohn power boats,"new boat from stock,Unleaded",2018,6.2,2.03,Wood,Switzerland,146,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,More than avergae,4
1846,110200,Sport Boat,Crownline power boats,"new boat from stock,Unleaded",2019,8.0,2.59,GRP,Germany,145,Sport Boat,,,new boat from stock,Unleaded,50K-150K,0-5 years,More than avergae,3
